Patent ID;SiO2;Al2O3;B2O3;MgO;CaO;SrO;SnO2;Na2O;K2O;BaO;ZnO;TiO2;Sb2O3;SO3;Fe2O3;V2O5;AS2O3;Cl;F;Li2O;ZrO2;Cr2O3;P2O5;CeO2;La2O3;Y2O3;Density;CTE;Strain Point;Young's Modulus;Melting. Temp;Liquidus Temp.;Tg;Liquidus Viscosity
US20050143247A1;70.16239538;14.89383789;0;1.786441048;0;0;0.121475484;0.316829677;0.20845812;0;0;1.680120348;0;0;0;0;0;0;0;9.20062143;1.168683708;0;0.46113692;0;0;0;;;;;;;695;
US20050143247A1;70.77847276;14.0818107;0;1.684892484;0.576656895;0;0.096020843;0.521748843;0.137313883;0;0;1.660073364;0;0;0;0;0;0;0;9.090840778;1.076006909;0;0.29616255;0;0;0;;;;;;;697;
US20050143247A1;72.24094277;13.76829299;0;1.597721106;0;0;0.119507072;0.467543563;0.13672015;0;0;1.975411524;0;0;0;0;0;0;0;8.620507434;0.914570789;0;0.158782599;0;0;0;;;;;;;702;
US20050143247A1;70.66214834;14.42136452;0;1.928586444;0;0;0.115404231;0.41804829;0.144403831;0;0;1.768092101;0;0;0;0;0;0;0;9.213373154;1.025110732;0;0.303468348;0;0;0;;;;;;;684;
US20050143247A1;70.37716474;13.91816076;0;1.600429449;1.495355586;0;0.129286424;0.499558517;0.068475954;0;0;1.655697228;0;0;0;0;0;0;0;8.95893732;1.046995548;0;0.249938474;0;0;0;;;;;;;683;
US20050143247A1;71.94958104;13.3883179;0;2.257938576;0;0;0.193017508;0.83904001;0;0;0;1.546422697;0;0;0;0;0;0;0;8.266840368;1.055097001;0;0.503744902;0;0;0;;;;;;;698;
US20050143247A1;70.75519412;14.00458426;0;0.65005647;0.584017269;0;0.145869661;0.422726702;0.139066539;0.5126225;0;1.722268724;0;0;0;0;0;0;0;9.645297717;0.956845687;0;0.461450355;0;0;0;;;;;;;686;
US20050143247A1;70.8207733;14.31700802;0;0.812072448;0;0;0;0.633701329;0;0.853847069;1.367440592;1.967100459;0;0;0;0;0;0;0;8.324923194;0.903133596;0;0;0;0;0;;;;;;;;
US20050143247A1;70.8207733;14.31700802;0;0.812072448;0;0;0;0.633701329;0;0.853847069;1.367440592;1.967100459;0;0;0;0;0;0;0;8.324923194;0.903133596;0;0;0;0;0;;;;;;;679;
US20050143247A1;70.8207733;14.31700802;0;0.812072448;0;0;0;0.633701329;0;0.853847069;1.367440592;1.967100459;0;0;0;0;0;0;0;8.324923194;0.903133596;0;0;0;0;0;;;;;;;;
US20150266768A1;61.37;16.23;0.68;3.66;0.5;0;0.23;13.33;3.57;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0.27;0;0;;;;;;;;
US20150266768A1;61.37;16.24;0.68;3.66;0.5;0;0.23;13.33;3.57;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0.27;0;0;;;;;;;;
US20150266768A1;61.38;16.24;0.68;3.66;0.5;0;0.23;13.33;3.57;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0.27;0;0;;;;;;;;
US20150266768A1;61.38;16.24;0.68;3.66;0.5;0;0.23;13.33;3.57;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0.27;0;0;;;;;;;;
US20150266768A1;61.37;16.23;0.68;3.66;0.5;0;0.23;13.33;3.57;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0.27;0;0;;;;;;;;
US20150266768A1;61.37;16.23;0.68;3.66;0.5;0;0.23;13.33;3.57;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0.27;0;0;;;;;;;;
US20150266768A1;61.37;16.23;0.68;3.66;0.5;0;0.23;13.33;3.57;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0.27;0;0;;;;;;;;
US20150266768A1;61.37;16.23;0.68;3.66;0.5;0;0.23;13.33;3.57;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0.27;0;0;;;;;;;;
US20150266768A1;61.69;16.32;0.68;3.68;0.5;0;0;13.39;3.59;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
US20150266768A1;65.89;10.27;0.63;5.86;0.57;0;0.1;13.91;2.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;;;;;;;;
US20150266768A1;65.89;10.27;0.63;5.85;0.57;0;0.2;13.91;2.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
US20150266768A1;65.89;10.27;0.63;5.85;0.57;0;0;13.91;2.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;;;;;;;;
US20150266768A1;72;1.1;0;6;7.5;0;0;13.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
US20150266768A1;72;1.1;0;6;7.5;0;0.1;13.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
US20150266768A1;70.86;14.56;0;2.74;4.43;0.31;0.1;0;0;1.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.61;1;;;;;;;;
US20150266768A1;70.86;14.56;0;2.74;4.43;0.31;0.2;0;0;1.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.61;1;;;;;;;;
US20150266768A1;70.86;14.56;0;2.74;4.43;0.31;0.3;0;0;1.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.61;1;;;;;;;;
US20150266768A1;70.6;12.28;1.25;2.74;4.43;0.31;0.1;0;0;1.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.61;1;;;;;;;;
US20150266768A1;66.04;11.48;2.72;4.69;0;0;0;12.37;2.18;0;0;0;0;0;0;0;0;0;0;0.92;0;0;0;0;0;0;;;;;;;;
US20150266768A1;66.21;10.68;4.82;3.52;0;0;0;10.83;1.91;0;0;0;0;0;0;0;0;0;0;1.84;0;0;0;0;0;0;;;;;;;;
US20150266768A1;66.7;11.3;11.1;0;0;0;0.2;6.2;1.1;0;0;0;0;0;0;0;0;0;0;4.6;0;0;0;0;0;0;;;;;;;;
US20150266768A1;66.7;11.3;11.1;0;0;0;0;5.2;1.1;0;0;0;0;0;0;0;0.2;0;0;4.6;0;0;0;0;0;0;;;;;;;;
US20150266768A1;65.23;10.1;6.17;2.41;0.3;0;0.1;12.1;2.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;;;;;;;;
