Nb2O5,P2O5,TiO2,CaO,K2O,BaO,Na2O,SiO2,ZnO,Li2O,SrO,ZrO2,WO3,MgO,B2O3,Al2O3,V2O5,Bi2O3,Ta2O5,Fe2O3,Sb2O3,GeO2,Cs2O,TeO2,La2O3,Y2O3,SnO2,CeO2,SnO,HfO2,MnO,As2O3,CuO,Gd2O3,Ga2O3,PbO,Yb2O3,CdO,Tl2O,NiO,MnO2,Ag2O,Nb2O3,TERMINA AQUI / Refractive Index,Pn[for nd],nd,n632.8 nm,n531.9 nm,n (at 633 nm),nD,n532,n633,n519,Refractive,Nd,n981,n @ 532 nm,(nd− 1)/drt,pn[for nd],pref[for (nd− 1)/drt],Predicted refractive Index,RI,n531.9,n632.8,Refractive Index,Refractive index,nd [7K/h],nd[7K/h],IDS
8.73,0.0,27.66,2.15,0.0,11.76,0.02,10.37,0.0,0.0,0.09,6.06,0.0,0.0,18.67,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-4.csv
4.85,0.0,32.53,11.0,0.0,3.98,0.0,9.88,0.0,0.0,0.04,6.35,0.0,0.0,17.71,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,13.57,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-4.csv
4.85,0.0,32.51,7.85,0.0,7.14,0.0,9.97,0.0,0.0,0.06,6.35,0.0,0.0,17.49,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,13.68,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-4.csv
4.85,0.0,32.48,4.56,0.0,10.42,0.02,10.05,0.0,0.0,0.09,6.35,0.0,0.0,17.28,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-4.csv
9.99,0.0,26.96,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,0.0,37.93,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-4.csv
8.03,0.0,29.55,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,5.32,0.0,0.0,36.96,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,19.96,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-4.csv
8.43,0.0,28.19,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.54,0.0,0.0,36.7,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-4.csv
6.7,0.0,31.32,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,5.54,0.0,0.0,36.3,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,19.96,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-4.csv
6.83,0.0,30.42,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.66,0.0,0.0,35.95,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,19.96,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-5.csv
7.33,0.0,29.07,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,7.64,0.0,0.0,35.81,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-5.csv
5.47,0.0,32.96,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,5.74,0.0,0.0,35.69,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-5.csv
5.77,0.0,32.12,0.03,4.98,0.0,0.07,12.43,0.0,0.0,0.0,5.65,0.0,0.0,17.95,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,20.86,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-5.csv
7.25,0.0,28.01,3.89,0.0,0.0,0.0,16.54,0.0,0.0,0.0,5.93,0.0,0.0,16.9,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,21.33,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-5.csv
5.66,0.0,32.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,6.81,0.0,0.0,35.37,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-5.csv
5.89,0.0,31.15,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,7.65,0.0,0.0,35.18,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-5.csv
6.29,0.0,29.9,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,8.68,0.0,0.0,34.98,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-5.csv
3.99,0.0,34.95,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,5.99,0.0,0.0,34.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-6.csv
4.26,0.0,33.85,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,7.07,0.0,0.0,34.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-6.csv
4.47,0.0,33.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,7.91,0.0,0.0,34.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-6.csv
4.69,0.0,32.13,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,8.79,0.0,0.0,34.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-6.csv
4.99,0.0,30.94,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,9.98,0.0,0.0,33.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-6.csv
7.99,0.0,10.16,24.97,0.0,0.0,0.0,10.04,0.0,0.0,0.0,6.99,0.0,0.0,25.98,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,13.76,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-6.csv
9.21,0.0,8.76,24.97,0.0,0.0,0.0,10.31,0.0,0.0,0.0,7.0,0.0,0.0,25.98,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,13.68,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-6.csv
10.39,0.0,7.0,24.96,0.0,0.0,0.0,10.44,0.0,0.0,0.0,6.99,0.0,0.0,25.98,0.0,0.0,0.0,0.0086,0.0079,0.0,0.0,0.0,0.0,14.14,0.0,0.0,0.0808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-6.csv
4.85,0.0,32.54,14.99,0.0,0.0,0.0,9.77,0.0,0.0,0.0,6.36,0.0,0.0,17.98,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,13.42,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.974,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-7.csv
6.52,0.0,25.81,9.99,0.0,3.99,0.02,10.35,0.0,0.0,0.03,5.09,0.0,0.0,17.97,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.004,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-7.csv
4.87,0.0,32.44,9.99,0.0,4.0,0.0,10.76,0.0,0.0,0.04,6.33,0.0,0.0,17.98,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-7.csv
3.99,0.0,35.97,9.98,0.0,3.99,0.0,10.99,0.0,0.0,0.03,7.0,0.0,0.0,17.99,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-7.csv
3.99,0.0,35.96,6.0,0.0,3.99,5.0,9.99,0.0,0.0,0.03,6.99,0.0,0.0,17.98,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.95,1.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-7.csv
2.16,0.0,34.25,0.05,0.0,0.0,0.02,17.88,0.0,0.0,0.0,6.99,0.0,0.0,16.12,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,22.37,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-7.csv
4.85,0.0,32.53,14.99,0.0,0.0,0.0,9.77,0.0,0.0,0.0,6.36,0.0,0.0,17.98,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,13.42,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-7.csv
4.64,0.0,31.12,4.81,0.0,0.0,0.02,15.29,0.0,0.0,0.0,5.95,0.0,0.0,17.24,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,20.78,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-7.csv
7.28,0.0,12.87,12.07,0.0,12.07,0.0386,13.62,0.0,0.0,0.0924,7.23,0.0,0.0297,25.54,0.0235,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,9.08,0.0,0.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-8.csv
7.28,0.0,12.88,12.08,0.0,6.04,0.0362,13.63,0.0,6.04,0.0433,7.24,0.0,0.0278,25.54,0.022,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,9.08,0.0,0.0,0.0521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-8.csv
7.29,0.0,12.88,12.08,0.0,9.08,0.0,13.63,0.0,2.99,0.0672,7.24,0.0,0.0288,25.55,0.0228,0.0,0.0,0.0026,0.0073,0.0,0.0,0.0,0.0,9.08,0.0,0.0,0.0539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-8.csv
7.29,0.0,12.87,9.07,0.0,12.08,0.0,13.63,0.0,2.98,0.0918,7.24,0.0,0.0295,25.54,0.0233,0.0,0.0,0.0027,0.0074,0.0,0.0,0.0,0.0,9.08,0.0,0.0,0.0553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-8.csv
11.48,0.0,8.56,6.0,2.0,4.0,3.0,19.95,0.0,4.02,3.99,10.46,0.0,0.0,21.49,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-8.csv
8.71,0.0,22.83,5.99,2.0,4.0,3.0,17.42,0.0,4.0,4.0,2.29,0.0,0.0,20.71,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-8.csv
9.47,0.0,8.98,5.99,2.0,3.99,3.0,17.55,0.0,4.0,4.0,10.07,0.0,0.0,21.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,9.86,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-8.csv
9.49,0.0,9.58,5.99,2.0,4.0,3.0,18.56,0.0,4.01,4.0,7.88,5.33,0.0,20.88,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,5.22,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data\patents\patents_google_com_patent_US20220073414A1_en\processed\splitted\patents_google_com_patent_US20220073414A1_en-table_8-8.csv
