SiO2,P2O5,ZrO2,Na2O,Al2O3,Fe2O3,CaO,MgO,K2O,B2O3,MnO,BaO,ZnO,GeO2,Li2O,Ta2O5,SrO,CdO,SnO2,La2O3,Ga2O3,Y2O3,TiO2,Nb2O5,PbO,HfO2,WO3,Sb2O3,Bi2O3,Cr2O3,Cu2O,BeO,CuO,Nd2O3,CeO2,Cs2O,As2O3,Rb2O,Eu2O3,MoO3,FeO,Mn2O3,ThO2,Ag2O,MnO2,TeO2,Tl2O,CoO,In2O3,Sc2O3,NiO,V2O5,As2O5,Sm2O3,Gd2O3,Tb2O3,Dy2O3,Er2O3,Yb2O3,SnO,Ce2O3,Pr2O3,VO6,Pr6O11,Ni2O3,V2O3,Lu2O3,HgO,Tm2O3,Nb2O3,Tl2O3,Ta2O3,Tb4O7,n531.9nm,n632.8nm,nd,pn[fornd],predictedrefractiveindex,ri,summarizedrefractiveindex,Origin,_src,IDS
0.0,23.5,0.0,0.0,0.0,0.0,7.5,0.0,5.0,0.0,0,12.5,0.0,0.0,0.0,0.0292,0.0,0,0,0.0,0,0.0,19.98,31.49,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.99,0.0,0.0,1.99,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-13.csv
0.0,23.25,0.0,0.0,0.0,0.0,7.26,0.0,5.0,0.0,0,12.27,0.0,0.0,0.0,0.0289,0.0,0,0,0.0,0,0.0,21.41,30.79,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.992,0.0,0.0,1.992,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-13.csv
0.0,23.26,0.0,0.0,0.0,0.0,7.25,0.0,5.0,0.0,0,12.27,0.0,0.0,0.0,0.0291,0.0,0,0,0.0,0,0.0,20.79,31.4,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.995,0.0,0.0,1.995,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-13.csv
0.0,23.27,0.0,0.0,0.0,0.0,7.29,0.0,4.99,0.0,0,12.28,0.0,0.0,0.0,0.0294,0.0,0,0,0.0,0,0.0,20.0,32.14,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.988,0.0,0.0,1.988,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-13.csv
0.0,23.34,0.0,0.0,0.0,0.0,2.21,0.0,6.93,0.0,0,13.95,0.0,0.0,1.04,0.0296,0.0,0,0,0.0,0,0.0,20.99,31.51,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.99,0.0,0.0,1.99,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-13.csv
0.0,23.35,0.0,0.0,0.0,0.0,3.86,0.0,6.95,0.0,0,12.3,0.0,0.0,1.03,0.0293,0.0,0,0,0.0,0,0.0,20.99,31.49,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.985,0.0,0.0,1.985,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-14.csv
0.0,23.35,0.0,0.0,0.0,0.0,5.89,0.0,8.0,0.0,0,10.3,0.0,0.0,0.0,0.029,0.0,0,0,0.0,0,0.0,20.97,31.47,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.991,0.0,0.0,1.991,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-14.csv
0.0,23.33,0.0,0.0,0.0,0.0,2.37,0.0,5.16,0.0,0,13.81,0.0,0.0,2.82,0.0293,0.0,0,0,0.0,0,0.0,20.99,31.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.989,0.0,0.0,1.989,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-14.csv
0.0,23.33,0.0,0.0,0.0,0.0,4.13,0.0,6.02,0.0,0,12.04,0.0,0.0,1.99,0.0291,0.0,0,0,0.0,0,0.0,20.98,31.47,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.987,0.0,0.0,1.987,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-14.csv
0.0,23.35,0.0,0.0,0.0,0.0,5.86,0.0,6.88,0.0,0,10.31,0.0,0.0,1.12,0.0289,0.0,0,0,0.0,0,0.0,20.98,31.47,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.984,0.0,0.0,1.984,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-14.csv
0.0,23.38,0.0,0.0,0.0,0.0,8.15,0.0,7.99,0.0,0,8.04,0.0,0.0,0.0,0.0286,0.0,0,0,0.0,0,0.0,20.96,31.46,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.989,0.0,0.0,1.989,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-14.csv
0.0,23.98,0.0,0.0,0.0,0.0,2.25,0.0,6.15,0.0,0,14.78,0.0,0.0,1.86,0.0305,0.0,0,0,0.0,0,0.0,16.98,33.97,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.988,0.0,0.0,1.988,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-14.csv
0.0,23.98,0.0,0.0,0.0,0.0,2.39,0.0,5.18,0.0,0,14.64,0.0,0.0,2.8,0.0303,0.0,0,0,0.0,0,0.0,17.0,33.98,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.989,0.0,0.0,1.989,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-15.csv
0.0,23.96,0.0,0.0,0.0,0.0,4.18,0.0,6.04,0.0,0,12.89,0.0,0.0,1.95,0.0301,0.0,0,0,0.0,0,0.0,16.98,33.97,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.987,0.0,0.0,1.987,common,,data\patents\patents_google_com_patent_US11485676B2_en\processed\splitted\patents_google_com_patent_US11485676B2_en-table_5-15.csv
